Code,Region,Income,Country_Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GEO,Europe & Central Asia,Upper middle income,Georgia,69.7,69.726,69.768,69.844,69.954,70.088,70.226,70.339,70.407,70.425,70.386,70.29,70.156,70.003,69.849,69.718,69.635,69.613,69.654,69.756,69.902,70.065,70.22,70.349,70.451,70.538,70.635,70.765,70.946,71.18,71.46,71.773,72.097,72.412,72.707,72.973,73.207,73.414,73.6,73.767,
DEU,Europe & Central Asia,High income,Germany,72.67790244,72.95039024,73.227,73.50519512,73.78292683,74.05463415,74.31373171,74.55968293,74.7924878,75.01314634,75.2277561,75.3195122,75.8195122,75.87073171,76.27073171,76.42195122,76.67317073,77.07317073,77.47560976,77.72682927,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,80.94146341,
GHA,Sub-Saharan Africa,Lower middle income,Ghana,52.277,52.585,52.92,53.286,53.685,54.127,54.622,55.159,55.717,56.271,56.776,57.182,57.462,57.605,57.62,57.528,57.366,57.187,57.045,56.972,57.002,57.158,57.425,57.785,58.225,58.719,59.234,59.741,60.216,60.645,61.03,61.381,61.72,62.064,62.416,62.772,63.124,63.463,63.78,64.074,
GIB,Europe & Central Asia,High income,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,Europe & Central Asia,High income,Greece,73.64714634,73.9694878,74.279,74.56585366,74.82912195,75.0785122,75.32970732,75.59814634,75.8912439,76.68780488,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.28780488,81.78780488,81.93902439,
GRL,Europe & Central Asia,High income,Greenland,63.4497561,63.07487805,63.19268293,63.3,63.46658537,63.83365854,64.24878049,64.65414634,64.58243902,64.66756098,65.06829268,65.03170732,65.19609756,65.58536585,65.90097561,65.64414634,65.76731707,65.79804878,66.15707317,66.40341463,66.96341463,67.60780488,68.16268293,68.43536585,68.80682927,69.22073171,69.51926829,69.98268293,70.21341463,70.46780488,70.85707317,71.06243902,71.29902439,71.8304878,71.53841463,71.24634146,70.84878049,70.62243902,,,
GRD,Latin America & Caribbean,Upper middle income,Grenada,67.879,68.012,68.128,68.234,68.341,68.462,68.612,68.798,69.024,69.292,69.598,69.937,70.295,70.659,71.015,71.356,71.673,71.964,72.226,72.455,72.648,72.805,72.929,73.023,73.088,73.123,73.125,73.096,73.038,72.96,72.867,72.768,72.669,72.579,72.503,72.445,72.408,72.388,72.384,72.397,
GUM,East Asia & Pacific,High income,Guam,69.262,69.567,69.864,70.151,70.431,70.701,70.96,71.209,71.45,71.687,71.925,72.167,72.42,72.685,72.967,73.267,73.589,73.93,74.283,74.646,75.011,75.373,75.726,76.065,76.387,76.687,76.966,77.227,77.474,77.71,77.941,78.173,78.408,78.649,78.895,79.144,79.391,79.631,79.859,80.074,
GTM,Latin America & Caribbean,Lower middle income,Guatemala,57.272,57.719,58.183,58.661,59.154,59.661,60.176,60.694,61.214,61.735,62.261,62.799,63.352,63.921,64.502,65.09,65.678,66.257,66.817,67.351,67.849,68.304,68.717,69.092,69.437,69.762,70.082,70.409,70.75,71.108,71.481,71.861,72.236,72.596,72.935,73.25,73.541,73.81,74.063,74.302,
GIN,Sub-Saharan Africa,Low income,Guinea,41.3,42.002,42.783,43.64,44.558,45.52,46.503,47.474,48.399,49.247,49.987,50.593,51.066,51.413,51.64,51.744,51.727,51.616,51.456,51.295,51.203,51.255,51.484,51.901,52.499,53.238,54.052,54.864,55.614,56.279,56.861,57.387,57.905,58.447,59.016,59.598,60.17,60.706,61.185,61.602,
GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,44.056,44.402,44.733,45.046,45.342,45.627,45.907,46.19,46.481,46.783,47.095,47.411,47.726,48.038,48.348,48.658,48.973,49.301,49.642,49.999,50.368,50.744,51.123,51.501,51.883,52.275,52.691,53.136,53.612,54.113,54.628,55.144,55.645,56.117,56.556,56.959,57.328,57.673,58.003,58.322,
GUY,Latin America & Caribbean,Upper middle income,Guyana,62.498,62.565,62.626,62.684,62.741,62.801,62.869,62.95,63.046,63.159,63.287,63.427,63.576,63.73,63.891,64.064,64.255,64.468,64.705,64.964,65.242,65.532,65.828,66.122,66.412,66.694,66.972,67.247,67.521,67.792,68.059,68.321,68.575,68.819,69.049,69.262,69.454,69.624,69.774,69.906,
HTI,Latin America & Caribbean,Low income,Haiti,51.009,51.347,51.668,51.987,52.309,52.637,52.97,53.302,53.628,53.949,54.265,54.58,54.894,55.209,55.523,55.829,56.121,56.393,56.648,56.891,57.131,57.382,57.655,57.959,58.292,58.652,59.028,59.408,59.782,60.148,60.511,60.879,61.26,61.658,62.069,62.485,62.896,63.29,63.66,64.001,
HND,Latin America & Caribbean,Lower middle income,Honduras,59.632,60.427,61.236,62.05,62.859,63.643,64.382,65.062,65.679,66.229,66.723,67.175,67.605,68.028,68.45,68.871,69.284,69.676,70.041,70.378,70.689,70.976,71.249,71.511,71.77,72.026,72.285,72.544,72.803,73.061,73.317,73.569,73.814,74.051,74.278,74.495,74.701,74.898,75.088,75.27,
HKG,East Asia & Pacific,High income,"Hong Kong SAR, China",74.67317073,75.32439024,75.42926829,75.27560976,76.02926829,76.43414634,76.68536585,76.88292683,77.08292683,77.02926829,77.3804878,77.88292683,77.67804878,78.03170732,78.52926829,78.68292683,79.62682927,80.12682927,80.13170732,80.38292683,80.87804878,81.42439024,81.42682927,81.37804878,81.82926829,81.62926829,82.37560976,82.32682927,82.37560976,82.77560976,82.97804878,83.42195122,83.4804878,83.83170732,83.9804878,84.27804878,84.22682927,84.6804878,84.93414634,85.07804878,
HUN,Europe & Central Asia,High income,Hungary,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.02195122,
ISL,Europe & Central Asia,High income,Iceland,76.84658537,76.52146341,77.03780488,76.84560976,77.57658537,77.60243902,77.99073171,77.33902439,77.08292683,78.14097561,78.03634146,77.99195122,78.7602439,78.93463415,79.24707317,77.98439024,78.77780488,78.88536585,79.60243902,79.35121951,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.46829268,82.20487805,82.66097561,82.86097561,82.56097561,
IND,South Asia,Lower middle income,India,53.814,54.268,54.686,55.074,55.441,55.801,56.169,56.553,56.963,57.4,57.865,58.353,58.851,59.349,59.84,60.32,60.783,61.233,61.669,62.093,62.505,62.907,63.304,63.699,64.095,64.5,64.918,65.35,65.794,66.244,66.693,67.13,67.545,67.931,68.286,68.607,68.897,69.165,69.416,69.656,
IDN,East Asia & Pacific,Lower middle income,Indonesia,57.995,58.489,58.966,59.423,59.863,60.287,60.7,61.107,61.512,61.915,62.32,62.727,63.131,63.529,63.919,64.291,64.637,64.954,65.244,65.513,65.772,66.037,66.321,66.631,66.969,67.334,67.717,68.105,68.485,68.853,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509,71.716,
IRN,Middle East & North Africa,Upper middle income,"Iran, Islamic Rep.",54.114,53.453,53.126,53.287,53.983,55.196,56.828,58.665,60.516,62.272,63.837,65.153,66.243,67.137,67.84,68.377,68.791,69.139,69.471,69.813,70.176,70.553,70.921,71.265,71.592,71.917,72.257,72.626,73.027,73.457,73.905,74.352,74.776,75.162,75.502,75.796,76.047,76.271,76.479,76.677,
IRQ,Middle East & North Africa,Upper middle income,Iraq,59.882,59.448,59.275,59.454,60.002,60.877,61.979,63.147,64.246,65.212,66.011,66.653,67.191,67.668,68.089,68.446,68.731,68.936,69.06,69.108,69.082,68.983,68.827,68.636,68.437,68.266,68.157,68.13,68.19,68.34,68.567,68.848,69.148,69.437,69.7,69.929,70.122,70.294,70.454,70.604,
IRL,Europe & Central Asia,High income,Ireland,72.6232439,72.85609756,73.08807317,73.31368293,73.53146341,73.74236585,73.95141463,74.16253659,74.37770732,74.59590244,74.80909756,75.00526829,75.18095122,75.33612195,75.47680488,75.61756098,75.83170732,75.98536585,76.1804878,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,80.94878049,81.34878049,81.45365854,81.65365854,82.15609756,82.25609756,82.30243902,
IMN,Europe & Central Asia,High income,Isle of Man,,,,,,,,,,,,,,,76.52926829,,,,,,,,77.96585366,,,,,,,,,,,,,,,,,,
ISR,Middle East & North Africa,High income,Israel,73.87560976,74.26097561,74.1097561,74.45853659,74.80731707,75.20731707,74.95609756,75.25853659,74.43658537,76.30731707,76.60731707,76.75853659,76.50487805,77.15365854,77.40243902,77.45121951,78.10487805,78,78.14878049,78.65853659,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,82.40731707,82.55121951,82.80243902,82.80487805,
ITA,Europe & Central Asia,High income,Italy,73.94317073,74.35390244,74.81463415,74.6402439,75.3895122,75.47073171,75.77073171,76.2195122,76.37073171,76.8195122,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,83.24390244,82.94634146,83.34634146,83.19756098,
JAM,Latin America & Caribbean,Upper middle income,Jamaica,70.793,71.012,71.217,71.416,71.614,71.823,72.056,72.317,72.601,72.903,73.204,73.485,73.727,73.918,74.053,74.133,74.167,74.172,74.164,74.152,74.142,74.139,74.14,74.142,74.146,74.148,74.143,74.129,74.103,74.071,74.038,74.012,74.001,74.01,74.042,74.098,74.175,74.267,74.368,74.475,
JPN,East Asia & Pacific,High income,Japan,76.09170732,76.41439024,76.92292683,76.96146341,77.36536585,77.6504878,78.06463415,78.48365854,78.39926829,78.81804878,78.83682927,79.10073171,79.15390244,79.29365854,79.68707317,79.53634146,80.2002439,80.42414634,80.50146341,80.57073171,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805,84.0997561,84.21097561,84.35634146,
JOR,Middle East & North Africa,Upper middle income,Jordan,66.207,66.656,67.086,67.5,67.899,68.283,68.649,68.992,69.311,69.604,69.872,70.113,70.331,70.529,70.712,70.885,71.053,71.219,71.386,71.556,71.73,71.907,72.083,72.256,72.427,72.595,72.763,72.931,73.099,73.266,73.428,73.581,73.722,73.851,73.969,74.078,74.184,74.292,74.405,74.526,
KAZ,Europe & Central Asia,Upper middle income,Kazakhstan,66.62439024,66.70609756,66.78780488,67.66219512,68.53658537,68.53658537,68.91341463,69.2902439,68.84878049,68.2902439,68.33658537,67.6,67.4,65.4,64.9,63.5,63.6,64,64.5,65.63,65.45,65.76,65.95,65.74,66.06,65.86,66.15,66.34,67.11,68.39,68.45,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15,73.18,
KEN,Sub-Saharan Africa,Lower middle income,Kenya,57.881,58.316,58.676,58.94,59.093,59.12,59.01,58.773,58.422,57.967,57.406,56.736,55.973,55.151,54.31,53.486,52.709,52.014,51.448,51.059,50.921,51.101,51.606,52.41,53.475,54.732,56.093,57.463,58.76,59.932,60.959,61.851,62.659,63.419,64.135,64.798,65.393,65.909,66.342,66.699,
KIR,East Asia & Pacific,Lower middle income,Kiribati,55.971,56.266,56.569,56.886,57.221,57.579,57.962,58.366,58.783,59.209,59.636,60.053,60.455,60.837,61.198,61.539,61.866,62.188,62.509,62.829,63.144,63.446,63.731,63.995,64.242,64.478,64.712,64.953,65.208,65.48,65.769,66.072,66.381,66.69,66.995,67.291,67.577,67.851,68.116,68.369,
PRK,East Asia & Pacific,Low income,"Korea, Dem. People's Rep.",66.186,66.571,66.924,67.255,67.569,67.9,68.284,68.719,69.177,69.611,69.896,69.879,69.492,68.742,67.698,66.537,65.495,64.772,64.493,64.684,65.268,66.087,66.925,67.615,68.102,68.389,68.54,68.675,68.884,69.185,69.571,70.012,70.454,70.853,71.198,71.481,71.711,71.91,72.095,72.274,
KOR,East Asia & Pacific,High income,"Korea, Rep.",66.04634146,66.54634146,67.09512195,67.54634146,68.19512195,68.79512195,69.44634146,69.99756098,70.54878049,71.04878049,71.59756098,72.04634146,72.49756098,72.99756098,73.39756098,73.7,74.15121951,74.60243902,75.00487805,75.4097561,75.9097561,76.41219512,76.76585366,77.21463415,77.66585366,78.16829268,78.66829268,79.1195122,79.51707317,79.96829268,80.11707317,80.56829268,80.8195122,81.27073171,81.72195122,82.02439024,82.27560976,82.62682927,82.62682927,83.22682927,
XKX,Europe & Central Asia,Lower middle income,Kosovo,,65.79756098,65.94634146,66.04634146,66.14634146,66.29512195,66.39512195,66.49512195,66.59512195,66.69512195,66.79512195,66.94390244,67.04390244,67.14390244,67.24390244,67.34390244,67.44390244,67.54390244,67.64390244,67.64390244,67.74390244,67.84390244,67.94390244,68.24390244,68.54390244,68.79268293,69.04390244,69.34390244,69.64390244,69.94390244,70.14390244,70.44390244,70.74390244,70.94390244,71.24390244,71.49512195,71.74390244,71.99512195,72.24390244,72.49512195,
KWT,Middle East & North Africa,High income,Kuwait,69.693,70.028,70.344,70.64,70.914,71.167,71.398,71.61,71.805,71.985,72.15,72.3,72.435,72.556,72.666,72.764,72.852,72.931,73.004,73.074,73.142,73.21,73.28,73.355,73.439,73.538,73.66,73.807,73.976,74.162,74.358,74.55,74.728,74.885,75.019,75.13,75.224,75.311,75.398,75.489,
KGZ,Europe & Central Asia,Lower middle income,Kyrgyz Republic,62.90378049,63.26363415,63.65887805,64.0775122,64.50492683,64.91895122,65.29378049,65.61119512,65.85858537,67.90731707,68.29756098,68.55121951,68.10243902,67.19268293,66.03902439,65.7902439,66.54390244,66.89268293,67.05121951,68.65609756,68.55853659,68.70731707,68.15609756,68.25609756,68.15365854,67.95609756,67.69512195,67.89512195,68.45121951,69.10243902,69.3,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,70.95121951,71.2,71.4,71.6,
LAO,East Asia & Pacific,Lower middle income,Lao PDR,49.061,49.386,49.753,50.162,50.61,51.084,51.566,52.04,52.497,52.935,53.364,53.799,54.258,54.753,55.285,55.851,56.44,57.04,57.637,58.225,58.803,59.372,59.937,60.502,61.065,61.625,62.182,62.731,63.271,63.797,64.306,64.797,65.267,65.717,66.144,66.546,66.924,67.277,67.61,67.923,
LVA,Europe & Central Asia,High income,Latvia,68.80853659,68.78634146,69.32829268,69.11902439,69.16292683,69.29146341,70.62243902,70.69292683,70.61536585,70.15536585,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.5804878,74.62926829,74.78292683,75.23902439,
LBN,Middle East & North Africa,Upper middle income,Lebanon,67.952,68.113,68.287,68.478,68.689,68.918,69.163,69.42,69.689,69.969,70.266,70.584,70.929,71.3,71.699,72.125,72.576,73.046,73.528,74.017,74.507,74.999,75.488,75.969,76.432,76.865,77.26,77.609,77.911,78.161,78.36,78.507,78.611,78.683,78.732,78.768,78.8,78.833,78.875,78.93,
LSO,Sub-Saharan Africa,Lower middle income,Lesotho,56.702,57.319,57.901,58.437,58.91,59.309,59.632,59.868,60,60.003,59.837,59.464,58.868,58.05,57.022,55.782,54.334,52.728,51.034,49.328,47.691,46.197,44.898,43.845,43.083,42.658,42.595,42.854,43.384,44.146,45.1,46.207,47.416,48.663,49.891,51.038,52.059,52.947,53.705,54.331,
LBR,Sub-Saharan Africa,Low income,Liberia,46.053,46.474,46.776,46.962,47.038,47.004,46.862,46.645,46.399,46.174,46.046,46.097,46.357,46.832,47.506,48.314,49.163,49.963,50.657,51.234,51.734,52.236,52.826,53.554,54.422,55.393,56.4,57.365,58.229,58.971,59.6,60.146,60.663,61.186,61.723,62.269,62.802,63.295,63.73,64.104,
LBY,Middle East & North Africa,Upper middle income,Libya,64.185,64.771,65.306,65.793,66.235,66.644,67.03,67.405,67.775,68.141,68.503,68.85,69.175,69.469,69.732,69.965,70.169,70.352,70.522,70.684,70.852,71.038,71.244,71.466,71.693,71.902,72.063,72.155,72.174,72.129,72.044,71.956,71.901,71.907,71.981,72.121,72.311,72.52,72.724,72.913,
LIE,Europe & Central Asia,High income,Liechtenstein,,,,,,,,,,,,,,,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.25853659,83.74634146,83.04146341,83.04146341,
LTU,Europe & Central Asia,High income,Lithuania,70.48219512,70.46073171,70.83682927,70.77780488,70.32,70.50121951,72.08073171,71.93463415,71.76219512,71.42536585,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.67073171,75.4804878,75.6804878,76.13414634,
LUX,Europe & Central Asia,High income,Luxembourg,72.07260976,72.35768293,72.65346341,72.95887805,73.27192683,73.5857561,73.89460976,74.1937561,74.48034146,74.75241463,75.01041463,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.68536585,82.09512195,82.29512195,82.44634146,
MAC,East Asia & Pacific,High income,"Macao SAR, China",73.974,74.33,74.677,75.02,75.362,75.702,76.036,76.363,76.68,76.99,77.296,77.607,77.926,78.253,78.588,78.925,79.256,79.573,79.872,80.15,80.407,80.645,80.87,81.089,81.304,81.523,81.748,81.981,82.22,82.462,82.704,82.938,83.158,83.361,83.543,83.707,83.854,83.989,84.118,84.244,
MKD,Europe & Central Asia,Upper middle income,North Macedonia,68.64,68.764,68.936,69.162,69.442,69.76,70.094,70.414,70.7,70.945,71.152,71.331,71.502,71.68,71.871,72.08,72.309,72.55,72.795,73.038,73.267,73.47,73.642,73.781,73.892,73.986,74.08,74.19,74.324,74.484,74.662,74.846,75.019,75.171,75.299,75.406,75.498,75.589,75.688,75.797,
MDG,Sub-Saharan Africa,Low income,Madagascar,49.005,49.26,49.442,49.56,49.634,49.694,49.781,49.932,50.176,50.53,51.003,51.595,52.278,53.022,53.808,54.616,55.43,56.239,57.028,57.782,58.485,59.129,59.717,60.256,60.752,61.212,61.65,62.079,62.509,62.944,63.388,63.836,64.28,64.713,65.133,65.539,65.931,66.311,66.681,67.041,
MWI,Sub-Saharan Africa,Low income,Malawi,44.296,44.646,44.954,45.216,45.432,45.606,45.746,45.86,45.957,46.038,46.096,46.121,46.108,46.055,45.969,45.846,45.677,45.479,45.285,45.136,45.09,45.204,45.517,46.052,46.823,47.844,49.118,50.595,52.206,53.888,55.564,57.161,58.629,59.931,61.042,61.953,62.681,63.279,63.798,64.263,
MYS,East Asia & Pacific,Upper middle income,Malaysia,68.117,68.461,68.788,69.09,69.366,69.621,69.866,70.11,70.358,70.612,70.865,71.106,71.326,71.519,71.687,71.834,71.972,72.11,72.257,72.418,72.594,72.782,72.976,73.17,73.364,73.555,73.744,73.931,74.118,74.305,74.493,74.683,74.877,75.072,75.268,75.461,75.649,75.828,75.997,76.156,
MDV,South Asia,Upper middle income,Maldives,53.046,53.998,54.913,55.787,56.621,57.424,58.213,59.008,59.823,60.664,61.529,62.413,63.302,64.185,65.059,65.923,66.784,67.644,68.501,69.348,70.173,70.964,71.708,72.399,73.034,73.612,74.138,74.621,75.073,75.499,75.905,76.293,76.664,77.018,77.36,77.691,78.013,78.325,78.627,78.921,
MLI,Sub-Saharan Africa,Low income,Mali,39.677,40.435,41.173,41.879,42.545,43.17,43.759,44.315,44.838,45.323,45.746,46.076,46.305,46.445,46.52,46.573,46.658,46.823,47.103,47.515,48.069,48.758,49.54,50.373,51.224,52.057,52.839,53.553,54.193,54.756,55.251,55.701,56.135,56.578,57.036,57.509,57.987,58.452,58.893,59.306,
MLT,Middle East & North Africa,High income,Malta,73.07785366,73.31090244,73.59814634,73.94,74.33097561,74.75814634,75.20419512,75.64482927,76.06265854,76.44526829,76.78607317,77.08446341,77.35080488,77.5934878,77.81753659,77.2902439,77.34146341,77.73902439,77.58780488,77.5,78.34878049,78.84390244,78.73902439,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,81.74634146,82.04634146,81.89756098,82.45365854,82.34634146,82.44878049,82.6,
MHL,East Asia & Pacific,Upper middle income,Marshall Islands,,,,,,,,72.14146341,,,,,,,,,,,,67.50487805,65.23902439,,,,,,,,,,,,,,,,,,,,
MRT,Sub-Saharan Africa,Lower middle income,Mauritania,54.913,55.486,56.066,56.643,57.204,57.735,58.226,58.671,59.065,59.405,59.688,59.914,60.092,60.231,60.341,60.426,60.493,60.545,60.593,60.643,60.706,60.788,60.892,61.018,61.17,61.349,61.552,61.776,62.015,62.266,62.527,62.799,63.079,63.366,63.654,63.936,64.208,64.464,64.704,64.925,
MUS,Sub-Saharan Africa,Upper middle income,Mauritius,66.96539024,67.40739024,67.76536585,68.03760976,68.23036585,68.37068293,68.49936585,68.6555122,68.86302439,69.12402439,69.40487805,69.95609756,70.05853659,70.10731707,70.15853659,70.32585366,70.32292683,70.40487805,70.60731707,70.96097561,71.66341463,71.76585366,71.96585366,72.11707317,72.26585366,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,74.39487805,74.51463415,74.41634146,74.23585366,
MEX,Latin America & Caribbean,Upper middle income,Mexico,66.553,67.031,67.493,67.942,68.38,68.809,69.232,69.649,70.062,70.469,70.866,71.248,71.61,71.953,72.279,72.598,72.925,73.268,73.625,73.988,74.34,74.658,74.922,75.118,75.243,75.3,75.296,75.255,75.194,75.128,75.065,75.011,74.966,74.93,74.908,74.904,74.917,74.947,74.992,75.054,
FSM,East Asia & Pacific,Lower middle income,"Micronesia, Fed. Sts.",62.331,62.528,62.693,62.834,62.955,63.064,63.169,63.273,63.38,63.492,63.605,63.715,63.814,63.901,63.978,64.049,64.121,64.202,64.298,64.413,64.55,64.71,64.888,65.08,65.282,65.489,65.697,65.901,66.099,66.29,66.471,66.646,66.817,66.986,67.152,67.315,67.471,67.618,67.755,67.883,
MDA,Europe & Central Asia,Lower middle income,Moldova,64.951,65.022,65.205,65.499,65.887,66.33,66.772,67.156,67.44,67.605,67.643,67.563,67.408,67.221,67.03,66.867,66.761,66.722,66.752,66.852,67.006,67.185,67.362,67.521,67.665,67.82,68.022,68.302,68.671,69.119,69.616,70.119,70.581,70.968,71.267,71.478,71.617,71.717,71.808,71.901,
MCO,Europe & Central Asia,High income,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,East Asia & Pacific,Lower middle income,Mongolia,56.936,57.074,57.295,57.595,57.968,58.392,58.836,59.266,59.655,59.992,60.268,60.486,60.67,60.841,61.015,61.211,61.447,61.73,62.063,62.446,62.869,63.319,63.777,64.23,64.671,65.103,65.538,65.985,66.447,66.916,67.38,67.818,68.217,68.566,68.863,69.111,69.321,69.509,69.689,69.87,
MNE,Europe & Central Asia,Upper middle income,Montenegro,73.13,73.334,73.524,73.693,73.843,73.981,74.116,74.255,74.395,74.526,74.627,74.669,74.634,74.519,74.334,74.099,73.845,73.607,73.416,73.287,73.228,73.233,73.285,73.37,73.486,73.642,73.85,74.115,74.43,74.784,75.151,75.505,75.823,76.089,76.297,76.452,76.568,76.667,76.77,76.884,
MAR,Middle East & North Africa,Lower middle income,Morocco,57.56,58.339,59.139,59.936,60.717,61.469,62.188,62.877,63.535,64.157,64.732,65.251,65.715,66.128,66.501,66.846,67.175,67.508,67.86,68.245,68.684,69.193,69.769,70.399,71.067,71.746,72.403,73.009,73.546,74.003,74.382,74.696,74.97,75.227,75.477,75.726,75.974,76.218,76.453,76.68,
MOZ,Sub-Saharan Africa,Low income,Mozambique,43.515,43.521,43.527,43.56,43.637,43.772,43.975,44.235,44.541,44.887,45.261,45.647,46.033,46.41,46.772,47.123,47.47,47.826,48.194,48.572,48.946,49.295,49.61,49.889,50.143,50.387,50.641,50.934,51.292,51.738,52.31,53.043,53.931,54.949,56.062,57.206,58.309,59.309,60.163,60.854,
MMR,East Asia & Pacific,Lower middle income,Myanmar,52.91,53.315,53.726,54.14,54.556,54.97,55.375,55.768,56.144,56.505,56.849,57.18,57.504,57.823,58.141,58.46,58.78,59.101,59.422,59.744,60.063,60.377,60.685,60.989,61.294,61.607,61.938,62.294,62.678,63.089,63.525,63.983,64.453,64.921,65.378,65.81,66.205,66.558,66.867,67.134,
NAM,Sub-Saharan Africa,Upper middle income,Namibia,57.374,57.69,58.049,58.464,58.933,59.451,60.007,60.556,61.044,61.42,61.608,61.531,61.165,60.516,59.609,58.479,57.179,55.806,54.462,53.231,52.192,51.399,50.862,50.589,50.6,50.931,51.609,52.593,53.817,55.207,56.665,58.085,59.387,60.513,61.425,62.119,62.625,63.021,63.373,63.708,
NRU,East Asia & Pacific,High income,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,South Asia,Low income,Nepal,46.776,47.45,48.142,48.852,49.577,50.324,51.095,51.891,52.712,53.551,54.404,55.262,56.118,56.964,57.793,58.6,59.383,60.144,60.884,61.6,62.288,62.945,63.57,64.165,64.729,65.264,65.773,66.26,66.727,67.178,67.611,68.028,68.426,68.806,69.168,69.515,69.848,70.169,70.478,70.778,
NLD,Europe & Central Asia,High income,Netherlands,75.74317073,75.93439024,75.98853659,76.16414634,76.23317073,76.28463415,76.2704878,76.70512195,76.8902439,76.73414634,76.87804878,77,77.21707317,76.91658537,77.37512195,77.40463415,77.43560976,77.79439024,77.88292683,77.83658537,77.98780488,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.76097561,81.81219512,82.01219512,
